Date,SKU,Product_Category,Brand,Region,Sales_Amount,Units_Sold,Promotion_Applied,Holiday_Season,Sub_Category
2025-05-26 07:28:16.175368,SKU_7,Furniture,Brand_C,APAC,810.88,16,Yes,Yes,Tables
2025-05-26 07:28:16.175575,SKU_18,Furniture,Brand_B,NA,1751.95,20,No,No,Sofas
2025-05-26 07:28:16.175795,SKU_7,Electronics,Brand_C,EU,863.2341251762134,5,Yes,No,Cameras
2025-05-26 07:28:16.175993,SKU_15,Electronics,Brand_B,NA,1554.01,20,No,No,Laptops
2025-05-26 07:28:16.176237,SKU_19,Electronics,Brand_A,NA,1685.83,13,No,Yes,Smartphones
2025-05-27 07:28:16.171743,SKU_18,Furniture,Brand_D,EU,1597.1,14,Yes,Yes,Tables
2025-05-27 07:28:16.171976,SKU_15,Furniture,Brand_C,APAC,1671.23,20,Yes,Yes,Sofas
2025-05-27 07:28:16.172239,SKU_18,Furniture,Brand_B,NA,1338.16,18,No,Yes,Tables
2025-05-27 07:28:16.172578,SKU_3,Furniture,Brand_C,APAC,1276.11,22,Yes,No,Tables
2025-05-27 07:28:16.172776,SKU_1,Electronics,Brand_B,NA,1183.97,24,No,Yes,Cameras
2025-05-27 07:28:16.173025,SKU_1,Electronics,Brand_B,EU,1536.07,20,Yes,Yes,Cameras
2025-05-27 07:28:16.173292,SKU_7,Furniture,Brand_C,EU,1693.58,18,No,No,Chairs
2025-05-27 07:28:16.173499,SKU_10,Furniture,Brand_D,NA,1689.72,17,Yes,No,Chairs
2025-05-27 07:28:16.173696,SKU_12,Furniture,Brand_B,NA,1374.17,24,Yes,No,Tables
2025-05-27 07:28:16.173913,SKU_8,Furniture,Brand_A,NA,1441.78,22,Yes,Yes,Tables
2025-05-27 07:28:16.174210,SKU_17,Furniture,Brand_C,EU,1440.56,16,No,Yes,Chairs
2025-05-27 07:28:16.174439,SKU_14,Furniture,Brand_A,NA,1348.84,18,No,No,Chairs
2025-05-27 07:28:16.174670,SKU_17,Furniture,Brand_B,EU,921.77,18,No,No,Tables
2025-05-27 07:28:16.174878,SKU_6,Furniture,Brand_B,NA,1441.58,15,Yes,No,Sofas
2025-05-27 07:28:16.175122,SKU_20,Electronics,Brand_C,EU,604.5929290531433,5,No,Yes,Cameras
2025-05-27 07:28:16.175366,SKU_17,Electronics,Brand_D,NA,1485.76,17,No,Yes,Smartphones
2025-05-27 07:28:16.175573,SKU_20,Furniture,Brand_A,APAC,1340.2,15,No,No,Tables
2025-05-27 07:28:16.175792,SKU_8,Electronics,Brand_D,APAC,1587.16,21,Yes,No,Smartphones
2025-05-27 07:28:16.175991,SKU_13,Electronics,Brand_A,EU,2312.52,22,No,No,Cameras
2025-05-27 07:28:16.176235,SKU_16,Electronics,Brand_D,NA,1734.92,19,No,No,Cameras
2025-05-28 07:28:16.171741,SKU_12,Furniture,Brand_C,APAC,1357.52,16,No,No,Chairs
2025-05-28 07:28:16.171974,SKU_17,Furniture,Brand_A,NA,1433.32,13,No,No,Chairs
2025-05-28 07:28:16.172237,SKU_18,Furniture,Brand_C,NA,1465.88,13,Yes,No,Chairs
2025-05-28 07:28:16.172576,SKU_8,Electronics,Brand_D,NA,1534.74,20,No,No,Laptops
2025-05-28 07:28:16.172774,SKU_18,Furniture,Brand_D,APAC,1498.48,22,No,No,Sofas
2025-05-28 07:28:16.173022,SKU_11,Electronics,Brand_D,EU,1364.33,16,Yes,Yes,Laptops
2025-05-28 07:28:16.173290,SKU_13,Furniture,Brand_C,APAC,1348.83,14,No,Yes,Tables
2025-05-28 07:28:16.173497,SKU_12,Furniture,Brand_B,EU,1693.59,25,No,No,Tables
2025-05-28 07:28:16.173693,SKU_15,Electronics,Brand_B,APAC,1421.26,13,Yes,Yes,Smartphones
2025-05-28 07:28:16.173910,SKU_3,Furniture,Brand_A,NA,1671.61,15,No,No,Sofas
2025-05-28 07:28:16.174206,SKU_3,Electronics,Brand_C,NA,1434.61,15,No,No,Laptops
2025-05-28 07:28:16.174437,SKU_6,Furniture,Brand_C,NA,958.8,15,No,Yes,Sofas
2025-05-28 07:28:16.174668,SKU_3,Furniture,Brand_C,APAC,1182.93,12,Yes,No,Tables
2025-05-28 07:28:16.174876,SKU_9,Furniture,Brand_D,APAC,1019.87,15,Yes,Yes,Tables
2025-05-28 07:28:16.175120,SKU_11,Electronics,Brand_C,EU,1562.06,18,Yes,Yes,Cameras
2025-05-28 07:28:16.175364,SKU_8,Furniture,Brand_B,APAC,990.24,14,No,No,Sofas
2025-05-28 07:28:16.175571,SKU_4,Electronics,Brand_A,EU,1350.23,16,No,No,Cameras
2025-05-28 07:28:16.175788,SKU_20,Electronics,Brand_B,APAC,1389.32,13,No,Yes,Laptops
2025-05-28 07:28:16.175989,SKU_15,Electronics,Brand_C,NA,1426.0,13,Yes,Yes,Laptops
2025-05-28 07:28:16.176233,SKU_5,Furniture,Brand_A,APAC,1764.14,19,No,No,Tables
2025-05-29 07:28:16.171739,SKU_7,Furniture,Brand_A,NA,1816.25,17,Yes,Yes,Chairs
2025-05-29 07:28:16.171972,SKU_8,Furniture,Brand_C,APAC,1277.1,15,No,No,Chairs
2025-05-29 07:28:16.172235,SKU_7,Furniture,Brand_C,EU,1494.24,14,No,No,Tables
2025-05-29 07:28:16.172575,SKU_8,Furniture,Brand_B,APAC,1373.57,20,No,Yes,Chairs
2025-05-29 07:28:16.172773,SKU_4,Electronics,Brand_B,NA,1626.58,22,No,No,Laptops
2025-05-29 07:28:16.173018,SKU_1,Electronics,Brand_D,APAC,1475.06,24,Yes,No,Laptops
2025-05-29 07:28:16.173288,SKU_5,Electronics,Brand_D,EU,1635.9,12,No,No,Cameras
2025-05-29 07:28:16.173495,SKU_11,Electronics,Brand_D,EU,1160.0,15,Yes,Yes,Smartphones
2025-05-29 07:28:16.173692,SKU_4,Electronics,Brand_C,EU,1568.44,19,No,Yes,Laptops
2025-05-29 07:28:16.173908,SKU_2,Electronics,Brand_C,EU,1079.09,16,No,No,Laptops
2025-05-29 07:28:16.174194,SKU_17,Furniture,Brand_D,APAC,1265.74,10,No,No,Chairs
2025-05-29 07:28:16.174435,SKU_12,Electronics,Brand_D,EU,1530.38,13,No,No,Cameras
2025-05-29 07:28:16.174666,SKU_2,Electronics,Brand_B,APAC,914.65,15,Yes,Yes,Cameras
2025-05-29 07:28:16.174874,SKU_9,Electronics,Brand_D,APAC,843.75,10,No,No,Laptops
2025-05-29 07:28:16.175115,SKU_6,Electronics,Brand_D,APAC,1152.9,23,No,No,Smartphones
2025-05-29 07:28:16.175362,SKU_6,Furniture,Brand_A,EU,1218.28,15,Yes,No,Sofas
2025-05-29 07:28:16.175566,SKU_18,Electronics,Brand_D,EU,1249.54,20,No,Yes,Smartphones
2025-05-29 07:28:16.175784,SKU_3,Furniture,Brand_A,APAC,1342.73,25,Yes,No,Tables
2025-05-29 07:28:16.175987,SKU_15,Furniture,Brand_D,APAC,1591.99,19,No,No,Chairs
2025-05-29 07:28:16.176231,SKU_7,Electronics,Brand_A,APAC,2087.9,15,No,Yes,Smartphones
2025-05-30 07:28:16.171737,SKU_13,Electronics,Brand_D,NA,1311.57,25,No,No,Smartphones
2025-05-30 07:28:16.171970,SKU_10,Furniture,Brand_B,NA,1614.41,22,Yes,No,Sofas
2025-05-30 07:28:16.172233,SKU_4,Electronics,Brand_C,EU,1873.59,14,Yes,No,Laptops
2025-05-30 07:28:16.172573,SKU_16,Electronics,Brand_A,NA,1819.96,12,No,No,Cameras
2025-05-30 07:28:16.172771,SKU_9,Electronics,Brand_C,APAC,1264.39,22,No,No,Cameras
2025-05-30 07:28:16.173015,SKU_10,Furniture,Brand_B,APAC,1761.93,21,No,No,Chairs
2025-05-30 07:28:16.173286,SKU_19,Electronics,Brand_D,EU,615.28054378682,7,Yes,No,Cameras
2025-05-30 07:28:16.173493,SKU_17,Furniture,Brand_D,EU,1959.28,12,No,No,Sofas
2025-05-30 07:28:16.173689,SKU_1,Furniture,Brand_B,NA,1970.56,17,Yes,No,Chairs
2025-05-30 07:28:16.173906,SKU_13,Furniture,Brand_C,APAC,1169.93,18,No,Yes,Sofas
2025-05-30 07:28:16.174191,SKU_4,Electronics,Brand_C,EU,487.21998417150826,10,No,No,Laptops
2025-05-30 07:28:16.174433,SKU_15,Furniture,Brand_C,EU,1292.89,21,No,No,Tables
2025-05-30 07:28:16.174664,SKU_10,Electronics,Brand_C,NA,1108.09,25,Yes,No,Laptops
2025-05-30 07:28:16.174872,SKU_20,Furniture,Brand_A,EU,1643.58,16,No,Yes,Chairs
2025-05-30 07:28:16.175112,SKU_9,Electronics,Brand_C,NA,1560.32,15,No,No,Cameras
2025-05-30 07:28:16.175360,SKU_8,Electronics,Brand_A,APAC,1551.27,17,No,No,Smartphones
2025-05-30 07:28:16.175562,SKU_20,Furniture,Brand_B,NA,1357.54,16,No,Yes,Chairs
2025-05-30 07:28:16.175781,SKU_6,Furniture,Brand_D,EU,2234.72,15,No,No,Tables
2025-05-30 07:28:16.175985,SKU_10,Furniture,Brand_A,NA,1952.67,18,Yes,Yes,Chairs
2025-05-30 07:28:16.176229,SKU_20,Electronics,Brand_C,NA,1374.43,28,No,No,Smartphones
2025-05-31 07:28:16.171735,SKU_17,Electronics,Brand_D,APAC,1492.93,15,No,No,Laptops
2025-05-31 07:28:16.171966,SKU_5,Electronics,Brand_A,NA,1648.58,20,Yes,No,Laptops
2025-05-31 07:28:16.172231,SKU_14,Furniture,Brand_D,EU,1808.2,26,Yes,Yes,Sofas
2025-05-31 07:28:16.172571,SKU_17,Electronics,Brand_B,EU,1644.66,22,Yes,No,Laptops
2025-05-31 07:28:16.172768,SKU_11,Electronics,Brand_C,APAC,1534.42,15,No,No,Smartphones
2025-05-31 07:28:16.173013,SKU_4,Electronics,Brand_B,APAC,1074.76,20,Yes,Yes,Smartphones
2025-05-31 07:28:16.173284,SKU_17,Furniture,Brand_D,APAC,2088.89,28,No,No,Chairs
2025-05-31 07:28:16.173491,SKU_2,Furniture,Brand_B,EU,1310.67,19,No,No,Tables
2025-05-31 07:28:16.173687,SKU_1,Electronics,Brand_C,NA,1818.37,17,No,No,Cameras
2025-05-31 07:28:16.173904,SKU_18,Furniture,Brand_A,EU,1509.42,18,No,No,Chairs
2025-05-31 07:28:16.174187,SKU_7,Furniture,Brand_B,EU,1875.05,18,No,No,Sofas
2025-05-31 07:28:16.174431,SKU_6,Furniture,Brand_C,APAC,1109.7,14,No,No,Sofas
2025-05-31 07:28:16.174662,SKU_6,Furniture,Brand_D,APAC,1309.42,19,Yes,No,Chairs
2025-05-31 07:28:16.174870,SKU_14,Furniture,Brand_B,NA,1457.92,13,No,No,Sofas
2025-05-31 07:28:16.175108,SKU_12,Furniture,Brand_A,NA,1224.98,19,Yes,No,Tables
2025-05-31 07:28:16.175358,SKU_14,Furniture,Brand_B,NA,1338.98,15,No,No,Tables
2025-05-31 07:28:16.175559,SKU_14,Furniture,Brand_D,NA,1887.34,11,Yes,No,Chairs
2025-05-31 07:28:16.175777,SKU_12,Furniture,Brand_D,EU,1665.75,16,No,No,Tables
2025-05-31 07:28:16.175983,SKU_9,Electronics,Brand_D,NA,1934.3,19,No,No,Cameras
2025-05-31 07:28:16.176227,SKU_9,Electronics,Brand_B,EU,1519.62,17,Yes,No,Laptops
2025-06-01 07:28:16.171724,SKU_2,Furniture,Brand_B,EU,1452.35,4,Yes,Yes,Sofas
2025-06-01 07:28:16.171963,SKU_18,Furniture,Brand_B,NA,1107.68,19,No,No,Tables
2025-06-01 07:28:16.172229,SKU_5,Furniture,Brand_A,NA,1814.31,21,No,No,Sofas
2025-06-01 07:28:16.172569,SKU_12,Furniture,Brand_C,EU,1451.64,15,No,Yes,Chairs
2025-06-01 07:28:16.172766,SKU_14,Electronics,Brand_B,APAC,1558.39,13,No,No,Laptops
2025-06-01 07:28:16.173011,SKU_13,Furniture,Brand_A,NA,1332.2,19,Yes,Yes,Sofas
2025-06-01 07:28:16.173282,SKU_3,Electronics,Brand_D,APAC,2353.75,22,Yes,No,Smartphones
2025-06-01 07:28:16.173489,SKU_15,Electronics,Brand_B,EU,1536.91,14,No,No,Cameras
2025-06-01 07:28:16.173686,SKU_15,Electronics,Brand_B,APAC,1285.51,19,Yes,No,Cameras
2025-06-01 07:28:16.173902,SKU_3,Electronics,Brand_B,EU,1152.22,23,No,No,Laptops
2025-06-01 07:28:16.174183,SKU_20,Electronics,Brand_A,APAC,1658.49,20,No,No,Laptops
2025-06-01 07:28:16.174429,SKU_19,Electronics,Brand_B,APAC,1274.0,20,No,No,Laptops
2025-06-01 07:28:16.174660,SKU_15,Furniture,Brand_B,APAC,1364.65,12,Yes,No,Sofas
2025-06-01 07:28:16.174869,SKU_19,Furniture,Brand_C,EU,1041.64,16,Yes,No,Chairs
2025-06-01 07:28:16.175104,SKU_8,Electronics,Brand_A,EU,1520.12,17,No,No,Laptops
2025-06-01 07:28:16.175354,SKU_13,Furniture,Brand_C,EU,1516.89,14,Yes,No,Tables
2025-06-01 07:28:16.175555,SKU_10,Electronics,Brand_C,NA,2057.38,20,No,Yes,Smartphones
2025-06-01 07:28:16.175774,SKU_2,Furniture,Brand_C,EU,1339.23,20,No,No,Tables
2025-06-01 07:28:16.175981,SKU_11,Electronics,Brand_C,NA,840.86,17,Yes,No,Smartphones
2025-06-01 07:28:16.176225,SKU_19,Electronics,Brand_D,EU,570.0467593961173,9,Yes,No,Smartphones
2025-06-02 07:28:16.171721,SKU_9,Furniture,Brand_B,NA,1890.88,22,Yes,Yes,Chairs
2025-06-02 07:28:16.171959,SKU_9,Electronics,Brand_C,APAC,1683.14,10,Yes,Yes,Smartphones
2025-06-02 07:28:16.172227,SKU_6,Furniture,Brand_A,APAC,1825.88,18,No,Yes,Chairs
2025-06-02 07:28:16.172566,SKU_10,Electronics,Brand_B,EU,1635.61,15,Yes,No,Smartphones
2025-06-02 07:28:16.172764,SKU_8,Furniture,Brand_C,NA,1368.36,21,Yes,No,Chairs
2025-06-02 07:28:16.173009,SKU_15,Furniture,Brand_C,APAC,1162.72,27,No,No,Sofas
2025-06-02 07:28:16.173280,SKU_6,Furniture,Brand_A,APAC,1205.19,14,No,No,Tables
2025-06-02 07:28:16.173488,SKU_7,Furniture,Brand_D,NA,1319.37,24,No,No,Chairs
2025-06-02 07:28:16.173684,SKU_20,Furniture,Brand_A,EU,1690.21,20,No,No,Chairs
2025-06-02 07:28:16.173900,SKU_17,Electronics,Brand_D,APAC,1475.87,20,No,No,Smartphones
2025-06-02 07:28:16.174180,SKU_4,Electronics,Brand_D,EU,960.23,23,Yes,Yes,Laptops
2025-06-02 07:28:16.174427,SKU_8,Furniture,Brand_D,EU,1596.05,24,No,No,Tables
2025-06-02 07:28:16.174658,SKU_13,Electronics,Brand_C,NA,1866.81,25,Yes,Yes,Cameras
2025-06-02 07:28:16.174867,SKU_14,Electronics,Brand_C,NA,1026.58,17,No,No,Laptops
2025-06-02 07:28:16.175101,SKU_18,Furniture,Brand_D,APAC,1664.92,12,Yes,No,Tables
2025-06-02 07:28:16.175350,SKU_17,Furniture,Brand_D,NA,866.7,17,No,No,Sofas
2025-06-02 07:28:16.175552,SKU_18,Electronics,Brand_C,APAC,1237.27,26,Yes,No,Laptops
2025-06-02 07:28:16.175770,SKU_14,Furniture,Brand_D,APAC,1114.89,22,Yes,No,Tables
2025-06-02 07:28:16.175978,SKU_11,Furniture,Brand_C,APAC,1705.4,22,No,No,Tables
2025-06-02 07:28:16.176224,SKU_10,Furniture,Brand_D,EU,1999.38,20,No,No,Tables
2025-06-03 07:28:16.171717,SKU_13,Electronics,Brand_C,EU,1818.63,19,Yes,No,Smartphones
2025-06-03 07:28:16.171956,SKU_20,Furniture,Brand_A,NA,1808.48,21,No,No,Sofas
2025-06-03 07:28:16.172225,SKU_16,Electronics,Brand_D,NA,1220.58,11,Yes,No,Laptops
2025-06-03 07:28:16.172565,SKU_14,Furniture,Brand_D,APAC,1674.86,15,No,No,Sofas
2025-06-03 07:28:16.172762,SKU_3,Electronics,Brand_A,APAC,1571.85,18,No,No,Cameras
2025-06-03 07:28:16.173007,SKU_18,Furniture,Brand_B,EU,1147.36,24,No,No,Sofas
2025-06-03 07:28:16.173278,SKU_6,Furniture,Brand_D,EU,1822.81,14,No,No,Sofas
2025-06-03 07:28:16.173486,SKU_20,Furniture,Brand_B,APAC,1630.12,21,No,No,Sofas
2025-06-03 07:28:16.173682,SKU_3,Electronics,Brand_A,APAC,1434.35,15,Yes,No,Cameras
2025-06-03 07:28:16.173898,SKU_19,Electronics,Brand_D,NA,1746.37,21,Yes,No,Cameras
2025-06-03 07:28:16.174177,SKU_3,Electronics,Brand_B,APAC,1544.38,18,Yes,Yes,Cameras
2025-06-03 07:28:16.174425,SKU_12,Electronics,Brand_D,APAC,1860.36,18,No,No,Smartphones
2025-06-03 07:28:16.174656,SKU_8,Furniture,Brand_D,APAC,2066.41,18,No,No,Chairs
2025-06-03 07:28:16.174865,SKU_5,Furniture,Brand_C,EU,1416.26,20,No,Yes,Chairs
2025-06-03 07:28:16.175097,SKU_17,Electronics,Brand_B,EU,1412.95,14,Yes,No,Smartphones
2025-06-03 07:28:16.175346,SKU_10,Electronics,Brand_C,NA,1352.77,16,No,No,Laptops
2025-06-03 07:28:16.175548,SKU_17,Electronics,Brand_C,NA,1505.22,19,No,Yes,Smartphones
2025-06-03 07:28:16.175767,SKU_9,Electronics,Brand_B,NA,1905.3,22,No,No,Smartphones
2025-06-03 07:28:16.175977,SKU_13,Electronics,Brand_B,APAC,1181.72,21,No,Yes,Smartphones
2025-06-03 07:28:16.176222,SKU_10,Electronics,Brand_C,APAC,1088.87,22,No,No,Laptops
2025-06-04 07:28:16.171714,SKU_8,Furniture,Brand_D,EU,1570.79,11,No,No,Sofas
2025-06-04 07:28:16.171952,SKU_7,Electronics,Brand_D,APAC,1488.76,13,No,Yes,Smartphones
2025-06-04 07:28:16.172223,SKU_2,Electronics,Brand_A,APAC,1557.91,18,Yes,No,Laptops
2025-06-04 07:28:16.172563,SKU_2,Electronics,Brand_D,EU,913.07,21,No,No,Smartphones
2025-06-04 07:28:16.172760,SKU_4,Furniture,Brand_B,NA,1962.39,16,Yes,No,Sofas
2025-06-04 07:28:16.173006,SKU_9,Electronics,Brand_B,APAC,1561.59,16,Yes,No,Smartphones
2025-06-04 07:28:16.173276,SKU_14,Furniture,Brand_A,EU,2234.07,18,No,Yes,Tables
2025-06-04 07:28:16.173484,SKU_11,Furniture,Brand_B,EU,1624.05,19,No,No,Sofas
2025-06-04 07:28:16.173680,SKU_7,Electronics,Brand_C,NA,1379.57,18,No,No,Laptops
2025-06-04 07:28:16.173897,SKU_19,Furniture,Brand_A,EU,1576.49,17,No,No,Tables
2025-06-04 07:28:16.174175,SKU_4,Electronics,Brand_A,NA,1943.87,22,Yes,Yes,Cameras
2025-06-04 07:28:16.174423,SKU_2,Furniture,Brand_D,NA,1283.86,19,No,No,Sofas
2025-06-04 07:28:16.174654,SKU_19,Electronics,Brand_D,NA,1675.35,14,Yes,No,Smartphones
2025-06-04 07:28:16.174863,SKU_18,Electronics,Brand_C,NA,1631.33,18,Yes,No,Cameras
2025-06-04 07:28:16.175095,SKU_7,Furniture,Brand_C,NA,1678.22,17,No,Yes,Chairs
2025-06-04 07:28:16.175343,SKU_11,Electronics,Brand_D,EU,1227.31,23,Yes,No,Smartphones
2025-06-04 07:28:16.175545,SKU_10,Electronics,Brand_D,APAC,1691.27,21,No,Yes,Smartphones
2025-06-04 07:28:16.175764,SKU_11,Furniture,Brand_C,NA,1668.7,21,No,No,Chairs
2025-06-04 07:28:16.175975,SKU_9,Furniture,Brand_D,NA,1970.03,13,Yes,No,Sofas
2025-06-04 07:28:16.176220,SKU_3,Electronics,Brand_A,APAC,2031.89,17,Yes,Yes,Smartphones
2025-06-05 07:28:16.171710,SKU_5,Furniture,Brand_C,APAC,1611.89,16,No,Yes,Sofas
2025-06-05 07:28:16.171949,SKU_1,Electronics,Brand_D,NA,1568.75,13,Yes,No,Cameras
2025-06-05 07:28:16.172221,SKU_1,Furniture,Brand_B,APAC,1211.82,17,Yes,Yes,Chairs
2025-06-05 07:28:16.172561,SKU_20,Furniture,Brand_B,NA,1440.98,25,No,No,Tables
2025-06-05 07:28:16.172759,SKU_5,Furniture,Brand_C,EU,1363.27,20,No,No,Tables
2025-06-05 07:28:16.173003,SKU_19,Electronics,Brand_B,APAC,1792.7,21,Yes,No,Smartphones
2025-06-05 07:28:16.173274,SKU_6,Electronics,Brand_B,APAC,1592.2,18,Yes,Yes,Smartphones
2025-06-05 07:28:16.173482,SKU_3,Electronics,Brand_A,EU,1205.42,21,Yes,No,Laptops
2025-06-05 07:28:16.173678,SKU_13,Electronics,Brand_C,APAC,1247.5,20,Yes,No,Laptops
2025-06-05 07:28:16.173894,SKU_17,Electronics,Brand_B,EU,2265.58,22,Yes,Yes,Laptops
2025-06-05 07:28:16.174173,SKU_3,Furniture,Brand_D,NA,1371.4,26,Yes,Yes,Sofas
2025-06-05 07:28:16.174422,SKU_3,Electronics,Brand_C,APAC,1703.13,16,No,No,Smartphones
2025-06-05 07:28:16.174652,SKU_13,Furniture,Brand_C,APAC,1506.65,13,Yes,No,Tables
2025-06-05 07:28:16.174861,SKU_2,Furniture,Brand_B,EU,1425.2,21,Yes,No,Chairs
2025-06-05 07:28:16.175092,SKU_3,Furniture,Brand_B,NA,1851.73,20,No,Yes,Tables
2025-06-05 07:28:16.175339,SKU_20,Electronics,Brand_A,NA,1363.59,19,No,Yes,Cameras
2025-06-05 07:28:16.175542,SKU_16,Furniture,Brand_D,EU,1409.41,22,Yes,No,Chairs
2025-06-05 07:28:16.175762,SKU_12,Electronics,Brand_A,APAC,1912.46,26,No,No,Smartphones
2025-06-05 07:28:16.175973,SKU_9,Electronics,Brand_A,APAC,1384.59,15,No,No,Cameras
2025-06-05 07:28:16.176218,SKU_16,Electronics,Brand_D,EU,1078.18,20,No,No,Cameras
2025-06-06 07:28:16.171706,SKU_4,Electronics,Brand_B,EU,1161.65,21,No,No,Laptops
2025-06-06 07:28:16.171945,SKU_20,Furniture,Brand_A,EU,1654.35,27,Yes,Yes,Tables
2025-06-06 07:28:16.172219,SKU_18,Electronics,Brand_C,APAC,1289.65,14,No,No,Cameras
2025-06-06 07:28:16.172559,SKU_1,Furniture,Brand_A,EU,1838.97,16,No,No,Tables
2025-06-06 07:28:16.172756,SKU_7,Furniture,Brand_D,NA,1506.28,12,No,No,Tables
2025-06-06 07:28:16.173002,SKU_20,Electronics,Brand_A,EU,1728.7,15,No,No,Laptops
2025-06-06 07:28:16.173272,SKU_12,Furniture,Brand_A,NA,1606.15,20,No,No,Tables
2025-06-06 07:28:16.173480,SKU_8,Furniture,Brand_C,NA,1817.93,22,No,No,Chairs
2025-06-06 07:28:16.173676,SKU_8,Furniture,Brand_D,EU,2065.12,18,No,Yes,Chairs
2025-06-06 07:28:16.173890,SKU_9,Electronics,Brand_C,NA,1669.42,20,No,No,Cameras
2025-06-06 07:28:16.174171,SKU_14,Furniture,Brand_B,APAC,1654.79,13,Yes,No,Chairs
2025-06-06 07:28:16.174420,SKU_20,Electronics,Brand_D,EU,1833.65,17,No,No,Cameras
2025-06-06 07:28:16.174650,SKU_5,Electronics,Brand_A,APAC,1330.82,19,No,No,Smartphones
2025-06-06 07:28:16.174859,SKU_20,Electronics,Brand_C,APAC,1662.46,8,Yes,No,Laptops
2025-06-06 07:28:16.175091,SKU_2,Electronics,Brand_C,NA,1223.42,10,Yes,Yes,Smartphones
2025-06-06 07:28:16.175336,SKU_10,Furniture,Brand_D,APAC,1272.33,11,No,Yes,Chairs
2025-06-06 07:28:16.175540,SKU_9,Furniture,Brand_C,APAC,1357.27,22,No,No,Tables
2025-06-06 07:28:16.175760,SKU_7,Furniture,Brand_D,EU,1880.58,18,No,No,Chairs
2025-06-06 07:28:16.175971,SKU_18,Electronics,Brand_B,EU,1457.91,29,No,No,Smartphones
2025-06-06 07:28:16.176216,SKU_12,Furniture,Brand_D,APAC,1265.8,19,No,No,Chairs
2025-06-07 07:28:16.171703,SKU_11,Electronics,Brand_D,NA,1727.78,19,No,No,Laptops
2025-06-07 07:28:16.171942,SKU_10,Furniture,Brand_B,NA,1005.82,16,No,Yes,Chairs
2025-06-07 07:28:16.172217,SKU_13,Electronics,Brand_B,EU,938.67,25,No,Yes,Cameras
2025-06-07 07:28:16.172557,SKU_9,Electronics,Brand_A,EU,1424.11,16,No,No,Laptops
2025-06-07 07:28:16.172755,SKU_16,Electronics,Brand_C,EU,1419.48,20,No,Yes,Smartphones
2025-06-07 07:28:16.173000,SKU_17,Electronics,Brand_B,NA,1813.03,18,No,Yes,Smartphones
2025-06-07 07:28:16.173270,SKU_5,Furniture,Brand_B,EU,1860.11,15,No,Yes,Tables
2025-06-07 07:28:16.173478,SKU_6,Electronics,Brand_C,APAC,1469.55,18,Yes,No,Laptops
2025-06-07 07:28:16.173674,SKU_10,Furniture,Brand_C,NA,1437.6,15,No,No,Sofas
2025-06-07 07:28:16.173886,SKU_11,Furniture,Brand_A,APAC,1267.1,17,No,No,Tables
2025-06-07 07:28:16.174169,SKU_2,Furniture,Brand_A,EU,1467.04,15,No,No,Sofas
2025-06-07 07:28:16.174418,SKU_7,Electronics,Brand_D,NA,732.92,14,No,Yes,Cameras
2025-06-07 07:28:16.174648,SKU_14,Electronics,Brand_A,EU,1364.58,16,No,No,Smartphones
2025-06-07 07:28:16.174857,SKU_4,Electronics,Brand_B,NA,1475.76,21,No,No,Laptops
2025-06-07 07:28:16.175089,SKU_5,Furniture,Brand_B,EU,1264.49,20,Yes,No,Chairs
2025-06-07 07:28:16.175333,SKU_19,Electronics,Brand_C,NA,1306.89,13,Yes,No,Laptops
2025-06-07 07:28:16.175539,SKU_20,Electronics,Brand_A,NA,1410.35,26,Yes,No,Smartphones
2025-06-07 07:28:16.175758,SKU_10,Furniture,Brand_D,NA,1498.05,19,Yes,Yes,Chairs
2025-06-07 07:28:16.175969,SKU_6,Electronics,Brand_D,APAC,1758.85,17,Yes,No,Smartphones
2025-06-07 07:28:16.176214,SKU_2,Furniture,Brand_D,EU,1627.92,17,No,No,Chairs
2025-06-08 07:28:16.171700,SKU_3,Furniture,Brand_D,EU,1764.35,15,No,Yes,Tables
2025-06-08 07:28:16.171940,SKU_15,Furniture,Brand_C,NA,1671.82,20,No,Yes,Sofas
2025-06-08 07:28:16.172215,SKU_10,Electronics,Brand_A,APAC,1534.41,13,Yes,No,Cameras
2025-06-08 07:28:16.172555,SKU_17,Electronics,Brand_A,NA,2169.46,26,Yes,Yes,Cameras
2025-06-08 07:28:16.172753,SKU_7,Furniture,Brand_A,EU,1285.17,14,Yes,No,Chairs
2025-06-08 07:28:16.172998,SKU_2,Furniture,Brand_A,EU,1226.08,17,No,Yes,Sofas
2025-06-08 07:28:16.173269,SKU_7,Electronics,Brand_D,NA,1454.22,17,Yes,No,Laptops
2025-06-08 07:28:16.173476,SKU_15,Electronics,Brand_D,NA,1481.93,14,Yes,Yes,Laptops
2025-06-08 07:28:16.173672,SKU_3,Furniture,Brand_C,NA,1541.38,12,Yes,No,Chairs
2025-06-08 07:28:16.173882,SKU_5,Furniture,Brand_C,EU,1213.7,16,No,No,Tables
2025-06-08 07:28:16.174167,SKU_8,Furniture,Brand_D,NA,2087.18,16,No,Yes,Sofas
2025-06-08 07:28:16.174416,SKU_4,Electronics,Brand_B,NA,1396.41,17,Yes,No,Laptops
2025-06-08 07:28:16.174646,SKU_18,Furniture,Brand_A,EU,1210.9,15,Yes,Yes,Tables
2025-06-08 07:28:16.174855,SKU_19,Electronics,Brand_C,NA,1579.28,21,Yes,No,Smartphones
